year;month;title_length;authors_no;pages_no;views;cited;url;title;authors
2021;2;83;2;14;806;0;https://www.vopreco.ru/jour/article/view/3273;Новая жизнь старых идей (О книге Х. Д. Курца «Краткая история экономической мысли»);А.А.Мальцев, А.Г.Худокормов
2021;2;97;1;14;1068;0;https://www.vopreco.ru/jour/article/view/2999;Финансирование науки в России и Германии: сопоставление двух подходов и результатов их применения;Л.И.Цедилин
2021;3;81;4;17;1291;0;https://www.vopreco.ru/jour/article/view/3131;Экономические последствия пандемии коронавируса для организаций культуры в России;Т.В.Абанкина, А.В.Мацкевич, Е.А.Николаенко, В.В.Романова
2021;3;37;3;22;1173;0;https://www.vopreco.ru/jour/article/view/3157;Оценки неравенства в здоровье россиян;А.Р.Хабибуллина, Е.А.Александрова, А.В.Аистов
2021;3;51;1;13;872;1;https://www.vopreco.ru/jour/article/view/2894;Академическая мобильность или networking по-русски?;Е.И.Трубникова
2021;3;53;1;26;2119;13;https://www.vopreco.ru/jour/article/view/3435;Пандемия коронавируса и тренды экономической политики;В.А.Мау
2021;3;101;5;37;1351;1;https://www.vopreco.ru/jour/article/view/3436;Производительность труда в несырьевых секторах российской экономики: факторы роста на уровне компаний;Ю.В.Симачев, М.Г.Кузык, А.А.Федюнина, А.А.Зайцев, М.А.Юревич
2021;3;76;1;16;1556;6;https://www.vopreco.ru/jour/article/view/2818;Цепочки создания ценности перед вызовами цифровизации и экономического спада;В.Е.Дементьев
2021;3;72;2;16;790;3;https://www.vopreco.ru/jour/article/view/2950;Анализ базы знаний в нефтегазовом секторе России: патенты на изобретения;В.А.Крюков, А.Н.Токарев
2021;3;85;1;8;1007;3;https://www.vopreco.ru/jour/article/view/3351;«Современная денежная теория»: используемые методы анализа и парадоксальность выводов;В.К.Бурлачков
2021;4;92;7;27;2107;6;https://www.vopreco.ru/jour/article/view/3123;Постшоковый рост российской экономики: опыт кризисов 1998 и 2008—2009 гг. и взгляд в будущее;И.Б.Воскобойников, Э.Ф.Баранов, К.В.Бобылёва, Р.И.Капелюшников, Д.И.Пионтковский, А.А.Роскин, А.Е.Толоконников
2021;4;110;2;26;1012;2;https://www.vopreco.ru/jour/article/view/3476;Оценка межотраслевых мультипликаторов на национальном и региональном уровнях на основе таблиц «затраты—выпуск»;А.В.Чернявский, А.А.Чепель
2021;4;50;1;21;1973;5;https://www.vopreco.ru/jour/article/view/2915;Вклад импортозамещения в экономический рост России;А.В.Готовский
2021;4;92;1;17;1367;4;https://www.vopreco.ru/jour/article/view/3098;Применение контент-анализа в экономических науках: обзор текущего состояния дел и перспектив;А.Н.Олейник
2021;4;102;2;20;831;7;https://www.vopreco.ru/jour/article/view/3263;Метаязык внутридисциплинарного дискурса для научно-исследовательских программ: приглашение к разговору;Л.А.Тутов, А.Е.Шаститко
2021;4;104;1;19;728;1;https://www.vopreco.ru/jour/article/view/3085;Почему кредитоспособные субъекты Российской Федерации не используют возможности заемного финансирования?;Д.В.Кадочников
